source_system,source_file,source_sheet,source_row_number,account_key,long_name,retailer,name,address,city,state,zip,category,suppliers,is_active
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,357,acct_7dc256df52f50420,CHS Brandon - SD MN NE,CHS Brandon,Magnolia Agronomy,1940 Cnty Hwy 4,Magnolia,MN,56158,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,359,acct_6664adcb2bdafd6d,CHS Brandon - SD MN NE,CHS Brandon,Magnolia Grain,102 N Broadway St,Magnolia,MN,56158,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,360,acct_1171ee9e9e68b0c7,CHS Brandon - SD MN NE,CHS Brandon,Magnolia Grain,102 N. Broadway Street,Magnolia,MN,56158,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,361,acct_93a7367b35a0d1a4,CHS Brandon - SD MN NE,CHS Brandon,Marshall Agronomy & Grain,2712 County Road 6,Marshall,MN,56258,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,362,acct_fa1369d06eb890a1,CHS Brandon - SD MN NE,CHS Brandon,Pipestone Grain,651 81st St,Pipestone,MN,56164,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,363,acct_0c473c6a90ec3e85,CHS Brandon - SD MN NE,CHS Brandon,Ruthton Agronomy & Grain,1780 221st St,Ruthton,MN,56170,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,364,acct_6ec36f7d7be0495e,CHS Brandon - SD MN NE,CHS Brandon,Tracy Agronomy,301 South St,Tracy,MN,56175,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,365,acct_8ef6c95bba2efac9,CHS Brandon - SD MN NE,CHS Brandon,Tracy Agronomy & Grain,301 South Street,Tracy,MN,56175,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,366,acct_656904d30be8b733,CHS Brandon - SD MN NE,CHS Brandon,Dixon NE Agronomy,87177 Hwy 116,Dixon,NE,68732,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,367,acct_c4b96a12d817a927,CHS Brandon - SD MN NE,CHS Brandon,Wausa NE Agronomy,809 E Broadway,Wausa,NE,68786,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,368,acct_e3c3910f8966939a,CHS Brandon - SD MN NE,CHS Brandon,Baltic Agronomy & Grain,401 1st St,Baltic,SD,57003,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,369,acct_367ca58eb6f572c0,CHS Brandon - SD MN NE,CHS Brandon,Baltic Agronomy & Grain,401 1st Street,Baltic,SD,57003,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,370,acct_1f1154bf97c64eea,CHS Brandon - SD MN NE,CHS Brandon,Brandon Main Office & Grain,26033 482nd Avenue,Brandon,SD,57005,"Corporate HQ, Grain",CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,371,acct_b55ba1da65b8ad5b,CHS Brandon - SD MN NE,CHS Brandon,Canton Grain,415 E 5th St,Canton,SD,57013,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,372,acct_955a03f6ac14373f,CHS Brandon - SD MN NE,CHS Brandon,Canton Grain,415 E. 5th Street,Canton,SD,57013,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,373,acct_bd128138fe3c3b76,CHS Brandon - SD MN NE,CHS Brandon,Colton Agronomy,46389 245th St,Colton,SD,57018,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,374,acct_c2ec59fc6a93d9ce,CHS Brandon - SD MN NE,CHS Brandon,Elkton Agronomy,109 E 1st St,Elkton,SD,57026,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,375,acct_149d427ceaf260b0,CHS Brandon - SD MN NE,CHS Brandon,Garretson Agronomy,601 Depot Ave,Garretson,SD,57030,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,376,acct_cf50272915fcfa4a,CHS Brandon - SD MN NE,CHS Brandon,Garretson Agronomy,601 Depot Avenue,Garretson,SD,57030,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,377,acct_2657654f4772def1,CHS Brandon - SD MN NE,CHS Brandon,Worthing Agronomy & Grain,47014 SD Hwy 44,Worthing,SD,57077,"Agronomy, Grain",CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,378,acct_5e5b592261d23334,CHS Central Plains - NE,CHS Central Plains,Alma Agronomy,805 N Hwy 183,Alma,NE,68920,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,379,acct_f7a8cbcee5406539,CHS Central Plains - NE,CHS Central Plains,Holdrege Fertilizer & Chemical,901 West US Hwy 6,Holdrege,NE,68949,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,380,acct_2006f058812b0a99,CHS Central Plains - NE,CHS Central Plains,Holdrege Main Office,310 Logan St,Holdrege,NE,68949,Corporate HQ,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,381,acct_e2913f388ca1907d,CHS Central Plains - NE,CHS Central Plains,Kearney Agronomy Office,"3010 E 39th St, Suite 4",Kearney,NE,68847,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,382,acct_e2355d358a1697ed,CHS Central Plains - NE,CHS Central Plains,Loomis Agronomy Office,405 Commercial St,Loomis,NE,68958,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,383,acct_01d462f8a465bc4f,CHS Central Plains - NE,CHS Central Plains,Loomis Dry Fertilizer Plant,301 Ludeke St,Loomis,NE,68958,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,384,acct_51a85e244196ee61,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,CHS Dakota Plains Ag – Comstock Agronomy,16214 18th St S,Comstock,MN,56525,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,385,acct_57b955a3f49319e3,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Glyndon Agronomy,108 3rd St,Glyndon,MN,56547,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,386,acct_54c24a5d3bd25bb2,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Casselton Agronomy,81 W Great Northern,Casselton,ND,58012,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,387,acct_76cfed634884e001,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Edgeley Elevator,102 6th Ave,Edgeley,ND,58433,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,388,acct_e77890d17c15c962,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Edgeley Office,306 1st Street,Edgeley,ND,58433,C-Store/Service/Energy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,389,acct_b0fac7ad6b4587ca,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Forman Agronomy,9137 Highway 32,Forman,ND,58032,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,390,acct_53e17421b8da3755,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Englevale Agronomy (Fort Ransom),12090 ND-27,Fort Ransom,ND,58033,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,391,acct_3081eaf90251acc7,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Galchutt Elevator,125 Galchutt Dr,Galchutt,ND,58075,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,392,acct_fc7455e6e761b363,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Gwinner Office,13219 Hwy 13,Gwinner,ND,58040,C-Store/Service/Energy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,393,acct_0196ef6fd054f353,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,"Harwood Agronomy, Grain",228 Chapin Dr,Harwood,ND,58042,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,394,acct_4460292506cc0768,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,CHS Dakota Plains Ag – Kindred Office,5324 165th Ave SE,Kindred,ND,58051,Corporate HQ,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,395,acct_62a8f94a8617c5d2,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,LaMoure Agronomy,10246 Highway 13,LaMoure,ND,58458,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,396,acct_4c7b07b6d9d5b633,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Litchville Agronomy,208 Market St,Litchville,ND,58461,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,397,acct_19ec5d3301686760,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Litchville Dry Plant,10802 Highway 46,Litchville,ND,58461,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,398,acct_16e65b3d63226bad,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Mantador Agronomy,101 Mill St,Mantador,ND,58058,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,399,acct_88c8b811111ae38a,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Milnor Agronomy/Cardtrol,310 6-1/2 Ave,Milnor,ND,58060,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,400,acct_e793927ee3fd9bc5,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Mooreton Crop Protection,407 Front St,Mooreton,ND,58061,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,401,acct_8bb5743aafc5e6e2,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Mooreton Fertilizer,408 Front St,Mooreton,ND,58061,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,402,acct_986e887d02bf535b,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Mooreton Elevator,405 Front St,Mooreton,ND,58061,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,403,acct_0ce536e72eeee960,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Mooreton Main Office,406 Front St,Mooreton,ND,58061,C-Store/Service/Energy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,404,acct_93620ef1e379177c,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,CHS Dakota Plains Ag – Sanborn NH3,610 7th Ave,Sanborn,ND,58480,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,405,acct_904529bd03de4a56,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Sanborn NH3 Facility,2195 114th Ave SE,Sanborn,ND,58480,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,406,acct_d0a5259216f4549b,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,CHS Dakota Plains Ag – Valley City Agronomy,151 9th Ave NW,Valley City,ND,58072,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,407,acct_6af1dac413cd446a,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Valley City Agronomy,1125 8th Ave SW,Valley City,ND,58072,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,408,acct_ac01430dfe564233,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,Valley City NH3 (Cuba),12310 41st St SE,Valley City,ND,58072,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,409,acct_19edfcc70142b983,CHS Dakota Plains Ag - ND MN SD,CHS Dakota Plains Ag,"CHS Dakota Plains Ag – Claire City Agronomy, Grain/Feed",390 Railroad Ave,Claire City,SD,57224,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,410,acct_62c86277c1e31bb5,CHS Devils Lake - ND,CHS Devils Lake,Adams,703 County Road 11A,Adams,ND,58210,C-Store/Service/Energy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,411,acct_e8e5fd330737bca2,CHS Devils Lake - ND,CHS Devils Lake,Aneta Agronomy,153 DN Drive,Aneta,ND,58212,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,412,acct_51470c77ecbe8124,CHS Devils Lake - ND,CHS Devils Lake,Calvin,401 Railroad St,Calvin,ND,58323,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,413,acct_128daaea6ed32a3a,CHS Devils Lake - ND,CHS Devils Lake,Cooperstown Agronomy,410 Rollin Ave SW,Cooperstown,ND,58425,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,414,acct_9c55d078e0dc2f2c,CHS Devils Lake - ND,CHS Devils Lake,Courtenay Agronomy & Grain,221 1st Ave N,Courtenay,ND,58426,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,415,acct_d14c7304811ed1ac,CHS Devils Lake - ND,CHS Devils Lake,Devils Lake — Fertilizer Plant,4215 14th St NW,Devils Lake,ND,58301,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,416,acct_d96a14c0ee5427d4,CHS Devils Lake - ND,CHS Devils Lake,Devils Lake — CPP Warehouse,7946 Highway 2,Devils Lake,ND,58301,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,417,acct_927452b3620ac226,CHS Devils Lake - ND,CHS Devils Lake,Devils Lake — Seed Plant,1016 Kelly Ave,Devils Lake,ND,58301,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,418,acct_52d16a5bc2d449e5,CHS Devils Lake - ND,CHS Devils Lake,Devils Lake — Downtown Elevator,109 10th St NE,Devils Lake,ND,58301,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,419,acct_cbf71889fc157549,CHS Devils Lake - ND,CHS Devils Lake,Devils Lake — Terminal,3919 14th St NW,Devils Lake,ND,58301,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,420,acct_1167bb321c130969,CHS Devils Lake - ND,CHS Devils Lake,CHS Devils Lake – Main Office,3719 14th St NW,Devils Lake,ND,58301,Corporate HQ,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,421,acct_32e6f82fad66baf8,CHS Devils Lake - ND,CHS Devils Lake,Edmore,402 Viking Blvd,Edmore,ND,58330,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,422,acct_e002f44a8bbe0576,CHS Devils Lake - ND,CHS Devils Lake,Hannaford Agronomy & Grain,721 109th Ave SE,Hannaford,ND,58448,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,423,acct_367817dd48a4ef65,CHS Devils Lake - ND,CHS Devils Lake,Lakota,301 1st Ave SW,Lakota,ND,58344,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,424,acct_1a436f43b50b2e0c,CHS Devils Lake - ND,CHS Devils Lake,Langdon,123 4th Ave,Langdon,ND,58249,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,425,acct_6fb346d62702f866,CHS Devils Lake - ND,CHS Devils Lake,Lankin,105 1st Ave,Lankin,ND,58250,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,426,acct_0cf7f0478805f47e,CHS Devils Lake - ND,CHS Devils Lake,Luverne Agronomy & Grain,12219 Elevator Rd,Luverne,ND,58056,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,427,acct_55dde351be38c04c,CHS Devils Lake - ND,CHS Devils Lake,McVille Agronomy,100 SW Highway 15,McVille,ND,58254,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,428,acct_04d8410878d26159,CHS Devils Lake - ND,CHS Devils Lake,Milton,515 W Montrose Ave,Milton,ND,58260,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,429,acct_db5327c6f0332abf,CHS Devils Lake - ND,CHS Devils Lake,Sarles,333 Railroad St,Sarles,ND,58372,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,430,acct_7f73864e067f34b7,CHS Devils Lake - ND,CHS Devils Lake,Starkweather,8276 72nd St NE,Starkweather,ND,58377,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,431,acct_99425d06bc165f43,CHS Elburn - IL,CHS Elburn,Elburn Grain/Agronomy,202 W North St,Elburn,IL,60119,Corporate HQ,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,432,acct_9b51cfdaa793ce22,CHS Elburn - IL,CHS Elburn,Malta Agronomy,101 S 1st St,Malta,IL,60150,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,433,acct_09bc99a0f0f859a1,CHS Elburn - IL,CHS Elburn,Maple Park Grain,2N374 Meredith Rd,Maple Park,IL,60151,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,434,acct_723aab35374e9216,CHS Elburn - IL,CHS Elburn,Newark Agronomy,12219 Route 47,Newark,IL,60541,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,435,acct_86aeced234807de2,CHS Elburn - IL,CHS Elburn,Rochelle Agronomy,1900 Steward Rd,Rochelle,IL,61068,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,436,acct_be5390b0dac7129c,CHS Elburn - IL,CHS Elburn,Somonauk Agronomy,12543 U.S. 34,Somonauk,IL,60552,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,437,acct_25d8ef776c439578,CHS Elburn - IL,CHS Elburn,Steward Agronomy,107 E Main St,Steward,IL,60553,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,438,acct_36d2db473941c884,CHS Elburn - IL,CHS Elburn,Sycamore Agronomy,1811 W State St,Sycamore,IL,60178,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,439,acct_069a34d05dd655a0,CHS Elburn - IL,CHS Elburn,Waterman Agronomy,230 S Birch St,Waterman,IL,60556,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,440,acct_d6300f81d19b49d1,CHS Farmers Alliance - SD,CHS Farmers Alliance,Armour Agronomy,28135 US Hwy 281,Armour,SD,57313,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,441,acct_049db83f8278d00e,CHS Farmers Alliance - SD,CHS Farmers Alliance,Bridgewater Agronomy,721 N Main Ave,Bridgewater,SD,57319,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,442,acct_882db27fa015a3d7,CHS Farmers Alliance - SD,CHS Farmers Alliance,Bridgewater Agronomy,711 W SD Hwy 262,Bridgewater,SD,57319,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,443,acct_67696d640da8413d,CHS Farmers Alliance - SD,CHS Farmers Alliance,Corsica Agronomy,515 N Hwy 281,Corsica,SD,57328,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,444,acct_803dd9646d2c3a12,CHS Farmers Alliance - SD,CHS Farmers Alliance,Faulkton Agronomy,1301 VFW Rd,Faulkton,SD,57438,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,445,acct_942d65dbef25991d,CHS Farmers Alliance - SD,CHS Farmers Alliance,Freeman Agronomy,803 N US Hwy 81,Freeman,SD,57029,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,446,acct_c317c2cc96a5bdf0,CHS Farmers Alliance - SD,CHS Farmers Alliance,Gettysburg Agronomy,31168 US Hwy 212,Gettysburg,SD,57442,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,447,acct_ee73f1c46be210fc,CHS Farmers Alliance - SD,CHS Farmers Alliance,Herreid Agronomy,30605 106th St,Herreid,SD,57632,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,448,acct_a0094a4c48506ed6,CHS Farmers Alliance - SD,CHS Farmers Alliance,Highmore Agronomy,101 Ash Ave,Highmore,SD,57345,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,449,acct_fcf8d522503c0ff7,CHS Farmers Alliance - SD,CHS Farmers Alliance,Huron Agronomy,406 3rd St NW,Huron,SD,57350,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,450,acct_a38d78224fac62b7,CHS Farmers Alliance - SD,CHS Farmers Alliance,Mitchell Agronomy,1828 S Ohlman St,Mitchell,SD,57301,Corporate HQ,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,451,acct_520bf7892d51f2ba,CHS Farmers Alliance - SD,CHS Farmers Alliance,Wagner Agronomy,310 N Railroad St,Wagner,SD,57380,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,452,acct_72d514447d1f2488,CHS Farmers Alliance - SD,CHS Farmers Alliance,White Lake Agronomy,216 S E Railroad St,White Lake,SD,57383,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,453,acct_2dcda39f60405f43,CHS Farmers Alliance - SD,CHS Farmers Alliance,White Lake Agronomy,216 SE Railroad St,White Lake,SD,57383,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,454,acct_acfc7cfd73b600aa,CHS Farmers Alliance - SD,CHS Farmers Alliance,White River Agronomy,410 N Hwy 83,White River,SD,57579,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,455,acct_f8e4d1e791405bdd,CHS Farmers Alliance - SD,CHS Farmers Alliance,Willow Lake Agronomy,Hwy 28 & Jackson St,Willow Lake,SD,57278,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,456,acct_52f994090e19f66f,CHS Farmers Alliance - SD,CHS Farmers Alliance,Winner Agronomy,1326 E Hwy 44,Winner,SD,57580,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,457,acct_1df9b6e96987efa3,CHS - Federated Co-ops — MN,CHS Federated Co-ops,Princeton (Headquarters),502 S 2nd St,Princeton,MN,55371,Corporate HQ,Winfield,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,458,acct_f251a2b337214d06,CHS - Federated Co-ops — MN,CHS Federated Co-ops,Albertville Ag Center & Fuels,11229 60th St NE,Albertville,MN,55301,Agronomy,Winfield,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,459,acct_0f42d1df06d323b2,CHS - Federated Co-ops — MN,CHS Federated Co-ops,Isanti Country Store & Ag Center,303 Dahlin Ave,Isanti,MN,55040,Agronomy,Winfield,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,460,acct_acaa9ec0eaa26036,CHS - Federated Co-ops — MN,CHS Federated Co-ops,Ogilvie Ag Center & Bulk Fuels,405 N Hill Ave,Ogilvie,MN,56358,Agronomy,Winfield,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,461,acct_dcff5942451b0b1a,CHS - Federated Co-ops — MN,CHS Federated Co-ops,Rush City Ag Center,825 S Bremer Ave,Rush City,MN,55069,Agronomy,Winfield,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,462,acct_3c2772566c2ad797,CHS Garrison - ND,CHS Garrison,Garrison Main Office & Agronomy,205 2nd St SW,Garrison,ND,58540,Corporate HQ,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,463,acct_f043643b3e3dcbff,CHS Garrison - ND,CHS Garrison,Garrison Terminal/Probe Shack,21 Railroad St,Garrison,ND,58540,Grain,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,464,acct_6f3b45cf1d59a893,CHS Herman - MN SD,CHS Herman,CHS Herman – Browns Valley,207 Broadway St,Browns Valley,MN,56219,C-Store/Service/Energy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,465,acct_b6cb13750981a8fa,CHS Herman - MN SD,CHS Herman,Browns Valley,23 4th St N,Browns Valley,MN,56219,Agronomy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,466,acct_f28a1aa6ceb718ee,CHS Herman - MN SD,CHS Herman,CHS Herman – Chokio,503 S Main St,Chokio,MN,56221,C-Store/Service/Energy,CHS,True
combined_workbook,Channel Partners and Kingpins Map - COMBINED.xlsx,Sheet1,467,acct_7d8643ce6c4652c8,CHS Herman - MN SD,CHS Herman,Chokio,305 W 1st Ave S,Chokio,MN,56221,Agronomy,CHS,True
