Long Name	Retailer	Name	Address	City	State	Zip	Category	Suppliers
CHS Dakota Plains Ag - ND MN SD	CHS Dakota Plains Ag	CHS Dakota Plains Ag – Valley City Agronomy	151 9th Ave NW	Valley City	ND	58072	Agronomy	CHS
CHS Dakota Plains Ag - ND MN SD	CHS Dakota Plains Ag	Valley City Agronomy	1125 8th Ave SW	Valley City	ND	58072	Agronomy	CHS
CHS Dakota Plains Ag - ND MN SD	CHS Dakota Plains Ag	Valley City NH3 (Cuba)	12310 41st St SE	Valley City	ND	58072	Agronomy	CHS
CHS Dakota Plains Ag - ND MN SD	CHS Dakota Plains Ag	"CHS Dakota Plains Ag – Claire City Agronomy, Grain/Feed"	390 Railroad Ave	Claire City	SD	57224	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Adams	703 County Road 11A	Adams	ND	58210	C-Store/Service/Energy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Aneta Agronomy	153 DN Drive	Aneta	ND	58212	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Calvin	401 Railroad St	Calvin	ND	58323	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	Cooperstown Agronomy	410 Rollin Ave SW	Cooperstown	ND	58425	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Courtenay Agronomy & Grain	221 1st Ave N	Courtenay	ND	58426	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Devils Lake — Fertilizer Plant	4215 14th St NW	Devils Lake	ND	58301	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Devils Lake — CPP Warehouse	7946 Highway 2	Devils Lake	ND	58301	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Devils Lake — Seed Plant	1016 Kelly Ave	Devils Lake	ND	58301	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Devils Lake — Downtown Elevator	109 10th St NE	Devils Lake	ND	58301	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	Devils Lake — Terminal	3919 14th St NW	Devils Lake	ND	58301	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	CHS Devils Lake – Main Office	3719 14th St NW	Devils Lake	ND	58301	Corporate HQ	CHS
CHS Devils Lake - ND	CHS Devils Lake	Edmore	402 Viking Blvd	Edmore	ND	58330	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	Hannaford Agronomy & Grain	721 109th Ave SE	Hannaford	ND	58448	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Lakota	301 1st Ave SW	Lakota	ND	58344	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	Langdon	123 4th Ave	Langdon	ND	58249	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	Lankin	105 1st Ave	Lankin	ND	58250	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	Luverne Agronomy & Grain	12219 Elevator Rd	Luverne	ND	58056	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	McVille Agronomy	100 SW Highway 15	McVille	ND	58254	Agronomy	CHS
CHS Devils Lake - ND	CHS Devils Lake	Milton	515 W Montrose Ave	Milton	ND	58260	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	Sarles	333 Railroad St	Sarles	ND	58372	Grain	CHS
CHS Devils Lake - ND	CHS Devils Lake	Starkweather	8276 72nd St NE	Starkweather	ND	58377	Grain	CHS
CHS Elburn - IL	CHS Elburn	Elburn Grain/Agronomy	202 W North St	Elburn	IL	60119	Corporate HQ	CHS
CHS Elburn - IL	CHS Elburn	Malta Agronomy	101 S 1st St	Malta	IL	60150	Agronomy	CHS
CHS Elburn - IL	CHS Elburn	Maple Park Grain	2N374 Meredith Rd	Maple Park	IL	60151	Grain	CHS
CHS Elburn - IL	CHS Elburn	Newark Agronomy	12219 Route 47	Newark	IL	60541	Agronomy	CHS
CHS Elburn - IL	CHS Elburn	Rochelle Agronomy	1900 Steward Rd	Rochelle	IL	61068	Agronomy	CHS
CHS Elburn - IL	CHS Elburn	Somonauk Agronomy	12543 U.S. 34	Somonauk	IL	60552	Agronomy	CHS
CHS Elburn - IL	CHS Elburn	Steward Agronomy	107 E Main St	Steward	IL	60553	Agronomy	CHS
CHS Elburn - IL	CHS Elburn	Sycamore Agronomy	1811 W State St	Sycamore	IL	60178	Agronomy	CHS
CHS Elburn - IL	CHS Elburn	Waterman Agronomy	230 S Birch St	Waterman	IL	60556	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Armour Agronomy	28135 US Hwy 281	Armour	SD	57313	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Bridgewater Agronomy	721 N Main Ave	Bridgewater	SD	57319	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Bridgewater Agronomy	711 W SD Hwy 262	Bridgewater	SD	57319	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Corsica Agronomy	515 N Hwy 281	Corsica	SD	57328	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Faulkton Agronomy	1301 VFW Rd	Faulkton	SD	57438	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Freeman Agronomy	803 N US Hwy 81	Freeman	SD	57029	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Gettysburg Agronomy	31168 US Hwy 212	Gettysburg	SD	57442	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Herreid Agronomy	30605 106th St	Herreid	SD	57632	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Highmore Agronomy	101 Ash Ave	Highmore	SD	57345	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Huron Agronomy	406 3rd St NW	Huron	SD	57350	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Mitchell Agronomy	1828 S Ohlman St	Mitchell	SD	57301	Corporate HQ	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Wagner Agronomy	310 N Railroad St	Wagner	SD	57380	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	White Lake Agronomy	216 S E Railroad St	White Lake	SD	57383	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	White Lake Agronomy	216 SE Railroad St	White Lake	SD	57383	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	White River Agronomy	410 N Hwy 83	White River	SD	57579	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Willow Lake Agronomy	Hwy 28 & Jackson St	Willow Lake	SD	57278	Agronomy	CHS
CHS Farmers Alliance - SD	CHS Farmers Alliance	Winner Agronomy	1326 E Hwy 44	Winner	SD	57580	Agronomy	CHS
CHS - Federated Co-ops — MN	CHS Federated Co-ops	Princeton (Headquarters)	502 S 2nd St	Princeton	MN	55371	Corporate HQ	Winfield
CHS - Federated Co-ops — MN	CHS Federated Co-ops	Albertville Ag Center & Fuels	11229 60th St NE	Albertville	MN	55301	Agronomy	Winfield
CHS - Federated Co-ops — MN	CHS Federated Co-ops	Isanti Country Store & Ag Center	303 Dahlin Ave	Isanti	MN	55040	Agronomy	Winfield
CHS - Federated Co-ops — MN	CHS Federated Co-ops	Ogilvie Ag Center & Bulk Fuels	405 N Hill Ave	Ogilvie	MN	56358	Agronomy	Winfield
CHS - Federated Co-ops — MN	CHS Federated Co-ops	Rush City Ag Center	825 S Bremer Ave	Rush City	MN	55069	Agronomy	Winfield
CHS Garrison - ND	CHS Garrison	Garrison Main Office & Agronomy	205 2nd St SW	Garrison	ND	58540	Corporate HQ	CHS
CHS Garrison - ND	CHS Garrison	Garrison Terminal/Probe Shack	21 Railroad St	Garrison	ND	58540	Grain	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Browns Valley	207 Broadway St	Browns Valley	MN	56219	C-Store/Service/Energy	CHS
CHS Herman - MN SD	CHS Herman	Browns Valley	23 4th St N	Browns Valley	MN	56219	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Chokio	503 S Main St	Chokio	MN	56221	C-Store/Service/Energy	CHS
CHS Herman - MN SD	CHS Herman	Chokio	305 W 1st Ave S	Chokio	MN	56221	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Clinton	136 NW 2nd St	Clinton	MN	56225	C-Store/Service/Energy	CHS
CHS Herman - MN SD	CHS Herman	Clinton – Agronomy	31999 US Hwy 75	Clinton	MN	56225	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Clinton Office	31999 U.S. Hwy 75	Clinton	MN	56225	C-Store/Service/Energy	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Elrosa	41135 County Rd 14	Elrosa	MN	56325	C-Store/Service/Energy	CHS
CHS Herman - MN SD	CHS Herman	Elrosa	30868 Hwy 71	Elrosa	MN	56325	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Fergus Falls	22327 138th Ave	Fergus Falls	MN	56537	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Glenwood	1511 11th Ave NE	Glenwood	MN	56334	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Herman Main Office	1000 Pacific Ave N	Herman	MN	56248	Corporate HQ	CHS
CHS Herman - MN SD	CHS Herman	Hoffman	11205 140th St	Hoffman	MN	56339	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Johnson	208 Mill St	Johnson	MN	56236	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Kensington	11 4th St NE	Kensington	MN	56343	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Long Prairie	20298 Hwy 71	Long Prairie	MN	56347	C-Store/Service/Energy	CHS
CHS Herman - MN SD	CHS Herman	Long Prairie Agronomy	20298 US-71	Long Prairie	MN	56347	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Lowry	516 Florence Ave	Lowry	MN	56349	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Morris	314 Pacific Ave	Morris	MN	56267	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Ortonville	860 Maple Ave	Ortonville	MN	56278	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Park Rapids	210 E 8th St	Park Rapids	MN	56470	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Park Rapids Warehouse	12695 County 48	Park Rapids	MN	56470	Distribution	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Starbuck	524 Pope St	Starbuck	MN	56381	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Underwood	29338 State Hwy 210	Underwood	MN	56586	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Milbank	1602 Morningside Dr	Milbank	SD	57252	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	Sisseton	11920 BIA Hwy 700	Sisseton	SD	57262	Agronomy	CHS
CHS Herman - MN SD	CHS Herman	CHS Herman – Wilmot (SD)	13653 SD Hwy 123	Wilmot	SD	57279	Agronomy	CHS
CHS Northern Grain - MN	CHS Northern Grain	Callaway Grain	106 CSAH 83	Callaway	MN	56521	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	Crookston Grain	1111 S Main St	Crookston	MN	56716	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	Crookston Terminal	27157 290th St SW	Crookston	MN	56716	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	Erskine Grain	33388 190th Ave	Erskine	MN	56535	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	Greenbush Grain	314 1st St N	Greenbush	MN	56726	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	Grygla Grain	29598 State Hwy 89 NE	Grygla	MN	56727	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	Hazel Grain	16943 Center St E	Hazel	MN	56754	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	Mahnomen Grain	106 S Railway St	Mahnomen	MN	56557	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	Roseau Grain	232 2nd Ave SE	Roseau	MN	56751	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	St. Hilaire Grain	315 Broadway Ave N	St. Hilaire	MN	56754	Grain	CHS
CHS Northern Grain - MN	CHS Northern Grain	St. Hilaire Office	315 Broadway Ave North	St. Hilaire	MN	56754	Corporate HQ	CHS
CHS Northern Grain - MN	CHS Northern Grain	Warren Grain	456 S Main St	Warren	MN	56762	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Ashley Agronomy	323 West Main Street	Ashley	ND	58413	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	Ashley Office	302 West Main Street	Ashley	ND	58413	Corporate HQ	CHS
CHS River Plains - SD ND	CHS River Plains	Strasburg ND Agronomy	403 1st St SW	Strasburg	ND	58573	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	Strasburg – Grain	998 Main St	Strasburg	ND	58573	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Ashley (Venturia) – Grain	Hwy 11 & 40th Ave SE	Venturia	ND	58413	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Blunt – Grain	105 S Main	Blunt	SD	57522	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Dupree – Grain	101 Railroad St	Dupree	SD	57623	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	CHS River Plains – Eureka	11103 Walnut Rd	Eureka	SD	57437	C-Store/Service/Energy	CHS
CHS River Plains - SD ND	CHS River Plains	Eureka Agronomy	513 6th St	Eureka	SD	57437	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	CHS River Plains – Fairfax	201 Turney Ave	Fairfax	SD	57335	C-Store/Service/Energy	CHS
CHS River Plains - SD ND	CHS River Plains	Fairfax SD Agronomy	39002 297th St	Fairfax	SD	57335	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	Fairfax – Grain	107 Turney Ave	Fairfax	SD	57335	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	CHS River Plains – Faulkton	609 9th Ave	Faulkton	SD	57438	C-Store/Service/Energy	CHS
CHS River Plains - SD ND	CHS River Plains	Faulkton Agronomy	1231 Main St	Faulkton	SD	57438	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	CHS River Plains – Gettysburg	503 N Potter St	Gettysburg	SD	57442	C-Store/Service/Energy	CHS
CHS River Plains - SD ND	CHS River Plains	Gettysburg Agronomy	116 N Exene St	Gettysburg	SD	57442	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	Isabel Agronomy	224 North Main Street	Isabel	SD	57633	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	Kadoka – Grain	1100 S Main St	Kadoka	SD	57543	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Onida – Grain	305 Cedar Ave	Onida	SD	57564	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Philip – Grain	300 E Cherry St	Philip	SD	57567	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Pierre Agronomy	713 St Charles St	Pierre	SD	57501	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	Pierre – Grain	1919 E Sioux Ave	Pierre	SD	57501	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Selby Agronomy	3103 132nd Ave	Selby	SD	57472	Agronomy	CHS
CHS River Plains - SD ND	CHS River Plains	Selby – Grain	207 S Railway St	Selby	SD	57472	Grain	CHS
CHS River Plains - SD ND	CHS River Plains	Selby Office	1510 3rd Ave	Selby	SD	57472	Corporate HQ	CHS
CHS River Plains - SD ND	CHS River Plains	Winner – Grain	31711 Harvest Rd	Winner	SD	57580	Grain	CHS
CHS Rochester - MN	CHS Rochester	Rochester (Headquarters)	1740 3rd Ave SE	Rochester	MN	55904	Corporate HQ	CHS
CHS Rochester - MN	CHS Rochester	CHS Rochester – Byron Agronomy	610 County Rd 3 SW	Byron	MN	55920	C-Store/Service/Energy	CHS
CHS Rochester - MN	CHS Rochester	Byron	6219 Valleyhigh Rd NW	Byron	MN	55920	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Byron Agronomy	1309 Frontage Rd NW	Byron	MN	55920	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	CHS Rochester – Claremont Agronomy	135 W Front St	Claremont	MN	55924	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Claremont	525 E Front St	Claremont	MN	55924	Grain	CHS
CHS Rochester - MN	CHS Rochester	CHS Rochester – Grand Meadow Agronomy	806 2nd Ave NE	Grand Meadow	MN	55936	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Grand Meadow – Agronomy	106 County Road 8	Grand Meadow	MN	55936	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Grand Meadow Agronomy	73057 State Hwy 16	Grand Meadow	MN	55936	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Grand Meadow Agronomy Campus	22575 770th Ave	Grand Meadow	MN	55936	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Grand Meadow – Feed Mill	111 Center Ave N	Grand Meadow	MN	55936	Grain	CHS
CHS Rochester - MN	CHS Rochester	Kasson Grain	802 West Main Street	Kasson	MN	55944	Grain	CHS
CHS Rochester - MN	CHS Rochester	CHS Rochester – Ostrander Agronomy	375 Highway 63 S	Ostrander	MN	55961	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Ostrander	201 N Main St	Ostrander	MN	55961	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Ostrander Agronomy	17433 County 1	Ostrander	MN	55961	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Ostrander Grain	208 North Main Street	Ostrander	MN	55961	Grain	CHS
CHS Rochester - MN	CHS Rochester	CHS Rochester – St. Charles Agronomy	1332 Whitewater Ave	St. Charles	MN	55972	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	St. Charles	335 N 10th St	St. Charles	MN	55972	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	St. Charles Agronomy	23142 Hwy 74	St. Charles	MN	55972	Agronomy	CHS
CHS Rochester - MN	CHS Rochester	Wykoff Grain	216 East Front Street	Wykoff	MN	55990	Grain	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	"Belfield Agronomy, Grain"	305 1st Ave SE	Belfield	ND	58622	"Agronomy, Grain"	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Dickinson Agronomy	1722 Hwy 22 S	Dickinson	ND	58601	Agronomy	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Dickinson Terminal	1519 W Broadway	Dickinson	ND	58601	Grain	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Dickinson Seed Plant	527 E Broadway	Dickinson	ND	58601	Grain/Feed	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Dickinson Office	2204 Hiller Dr	Dickinson	ND	58601	"Corporate HQ, C-Store/Service/Energy"	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Elgin Agronomy	110 S Main St	Elgin	ND	58533	Agronomy	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Gladstone Grain/Feed	471 Rothschiller St	Gladstone	ND	58630	Grain/Feed	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Hettinger Agronomy	302 Mirror Lake Rd	Hettinger	ND	58639	Agronomy	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Killdeer Agronomy	200 Railroad St	Killdeer	ND	58640	Agronomy	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	New England Agronomy	170 Elevator Rd	New England	ND	58647	Agronomy	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	New Salem Terminal 1	4456 County Rd 139	New Salem	ND	58563	Grain	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	New Salem Feed Plant	505 Main Ave	New Salem	ND	58563	Grain/Feed	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	New Salem Main Office	103 S 3rd St	New Salem	ND	58563	Corporate HQ	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Reeder Office/Agronomy	502 Railroad Ave	Reeder	ND	58649	Agronomy	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Regent Grain/Retail	120 Cannonball St	Regent	ND	58650	"Agronomy, Grain"	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Richardton Agronomy	351 N Ave	Richardton	ND	58652	Agronomy	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Boyle Terminal (Taylor)	3645 98th Ave SW	Taylor	ND	58656	Grain	CHS
CHS Southwest Grain - ND SD	CHS Southwest Grain	Lemmon Agronomy	201 2nd St E	Lemmon	SD	57638	Agronomy	CHS
CHS West Central - MN	CHS West Central	Ada Agronomy	1969 Hwy 9 S	Ada	MN	56510	Agronomy	CHS
CHS West Central - MN	CHS West Central	Ada	1969 Hwy 9 S Ada	Ada	MN	56510	C-Store/Service/Energy	CHS
CHS West Central - MN	CHS West Central	Beltrami Agronomy	101 5th St	Beltrami	MN	56517	Agronomy	CHS
CHS West Central - MN	CHS West Central	Felton Agronomy	120 Atlantic Ave	Felton	MN	56536	Agronomy	CHS
CHS West Central - MN	CHS West Central	Foxhome Agronomy	3410 320th Ave	Foxhome	MN	56543	Agronomy	CHS
CHS West Central - MN	CHS West Central	Lake Park Agronomy	2077 2nd St	Lake Park	MN	56554	Agronomy	CHS
CHS West Central - MN	CHS West Central	Mahnomen Agronomy (US-59 S)	2360 US Hwy 59 S	Mahnomen	MN	56557	Agronomy	CHS
CHS West Central - MN	CHS West Central	Park Rapids Agronomy	1605 Industry Ave	Park Rapids	MN	56470	Agronomy	CHS
CHS West Central - MN	CHS West Central	Perley Agronomy	1190 US Hwy 75	Perley	MN	56574	Agronomy	CHS
CHS West Central - MN	CHS West Central	Perley Office	1190 US Hwy 75	Perley	MN	56574	C-Store/Service/Energy	CHS
CHS West Central - MN	CHS West Central	Ulen – Agronomy	334 1st St SW	Ulen	MN	56585	Agronomy	CHS
CHS West Central - MN	CHS West Central	Ulen – Grain	220 1st St SE	Ulen	MN	56585	Grain	CHS
CHS West Central - MN	CHS West Central	Ulen Business Office	327 1st St SW	Ulen	MN	56585	Corporate HQ	CHS
Cooperative Farmers Elevator - IA MN SD	CFE	Ocheyedan	823 Main Street	Ocheyedan	IA	51354	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Milford	1776 210 Street	Milford	IA	51351	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Hartley	333 S Central Avenue	Hartley	IA	51346	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Lake Park	204 E Railroad Street	Lake Park	IA	51347	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Harris	305 S Main Street	Harris	IA	51345	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Ashton	127 1st Avenue	Ashton	IA	51232	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Sibley	1107 2nd Avenue	Sibley	IA	51249	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Bigelow	27730 340th Street	Bigelow	MN	56117	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Rushmore	101 Thompson Avenue S	Rushmore	MN	56168	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	George	2294 Kennedy Avenue	George	IA	51237	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Doon	101 W Main Street	Doon	IA	51235	Corporate HQ	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Rock Rapids	315 N 2nd Avenue	Rock Rapids	IA	51246	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Rock Valley	1219 Main Street	Rock Valley	IA	51247	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Alvord	304 3rd Street	Alvord	IA	51230	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Hawarden	620 Avenue E	Hawarden	IA	51023	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Hudson	309 Hubbard Street	Hudson	SD	57034	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Jefferson	48134 330th Street	Jefferson	SD	57038	Agronomy	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Inwood	409 S Main Street	Inwood	IA	51240	"Agronomy, Grain/Feed"	Winfield
Cooperative Farmers Elevator - IA MN SD	CFE	Larchwood	755 Broadway Street	Larchwood	IA	51241	"Agronomy, Grain/Feed"	Winfield
Conserv FS - IL	Conserv FS	Caledonia Service Center	14937 IL Route 76	Caledonia	IL	61011	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	Davis Junction Service Center	14063 E Holcomb Rd	Davis Junction	IL	61020	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	DeKalb Agronomy	20048 Webster Rd	DeKalb	IL	60115	Agronomy	Growmark
Conserv FS - IL	Conserv FS	Lisle Service Center	4720 Yender Ave	Lisle	IL	60532	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	Malta Service Center	20606 Willrett Rd	Malta	IL	60150	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	Rockford Service Center	5411 26th Ave	Rockford	IL	61109	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	Rockford Location	1925 S Meridian Rd	Rockford	IL	61102	C-Store/Service/Energy	Growmark
Conserv FS - IL	Conserv FS	St. Charles Service Center	1500 Foundry St #1	St. Charles	IL	60174	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	Tinley Park Service Center	7851 183rd St	Tinley Park	IL	60477	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	Waterman Service Center	450 E Adams St	Waterman	IL	60556	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	Wauconda Service Center	27310 W Case Rd	Wauconda	IL	60084	"Agronomy, C-Store/Service/Energy"	Growmark
Conserv FS - IL	Conserv FS	Main Office	1110 McConnell Rd	Woodstock	IL	60098	Corporate HQ	Growmark
Countryside Ag Service	Countryside Ag Service	Hawarden	2156 390th St.	Hawarden	IA	51023	Corporate HQ	"Rosen's, Winfield, Nutrien"
Countryside Ag Service	Countryside Ag Service	Rock Valley	1315 17th St.	Rock Valley	IA	51247	Agronomy	"Rosen's, Winfield, Nutrien"
Countryside Ag Service	Countryside Ag Service	Luverne	1302 61st St.	Luverne	MN	56156	Agronomy	"Rosen's, Winfield, Nutrien"
Country Partners Cooperative	Country Partners Coop	Administrative Office	120 8th Street	Gothenburg	NE	69138	Corporate HQ	Winfield
Country Partners Cooperative	Country Partners Coop	Albion Agronomy Center	2504 Old Mill Road	Albion	NE	68620	Agronomy	Winfield
Country Partners Cooperative	Country Partners Coop	Cedar Rapids Agronomy & Grain	605 West Main Street	Cedar Rapids	NE	68627	"Agronomy, Grain"	Winfield
Country Partners Cooperative	Country Partners Coop	Ord Agronomy & Grain	528 North 14th Street	Ord	NE	68862	"Agronomy, Grain"	Winfield
Country Partners Cooperative	Country Partners Coop	Bartlett Agronomy	83167 Highway 281	Bartlett	NE	68622	Agronomy	Winfield
Country Partners Cooperative	Country Partners Coop	Arnold Grain Division	41079 Road 798	Arnold	NE	69120	Grain/Feed	Winfield
