Long Name	Retailer	Name	Address	City	State	Zip	Category	Suppliers
Country Partners Cooperative	Country Partners Coop	Callaway C-Store & Fuel	302 South Grande Ave	Callaway	NE	68825	C-Store/Service/Energy	Winfield
Country Partners Cooperative	Country Partners Coop	Gothenburg Agronomy & Grain	120 8th Street	Gothenburg	NE	69138	"Agronomy, Grain"	Winfield
Country Partners Cooperative	Country Partners Coop	Canova Agronomy & Grain	111 Railroad Street	Canova	NE	57321	"Agronomy, Grain"	Winfield
Country Partners Cooperative	Country Partners Coop	Tilden Agronomy	100 N Center Street	Tilden	NE	68781	Agronomy	Winfield
Cooperative Producers Inc - NE	CPI	"Axtell Agronomy, Grain"	100 S Main St	Axtell	NE	68924	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Axtell Agronomy & Grain	101 Main St	Axtell	NE	68924	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Bladen Grain (acquired from CHS)	1 N Main St	Bladen	NE	68928	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Bloomington Grain (Seasonal)	1445 Chestnut St	Bloomington	NE	68929	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Blue Hill Agronomy	2291 Highway 281	Blue Hill	NE	68930	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Campbell Agronomy	2453 Hwy 4	Campbell	NE	68932	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Doniphan Agronomy	202 W 7 Rd	Doniphan	NE	68832	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Fairmont Grain	2014 Road 12	Fairmont	NE	68354	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Franklin Agronomy & Grain	1705 G St	Franklin	NE	68939	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Funk Agronomy	104 Main St	Funk	NE	68940	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Giltner Grain	605 Giltner Spur	Giltner	NE	68841	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Hastings Ag Center	1030 S Heartland Ave	Hastings	NE	68901	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Hansen Grain	10445 N Apple Ave	Hastings	NE	68901	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Hastings Corporate Office	265 N Showboat Blvd	Hastings	NE	68901	Corporate HQ	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Hayland Grain	7940 N Hayland Ave	Hayland	NE	68883	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Hildreth Feed & Grain	509 S Railroad St	Hildreth	NE	68947	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Hildreth Feed & Grain	509 S Railway St	Hildreth	NE	68947	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Holstein Grain	9870 S Main Ave	Holstein	NE	68950	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Juniata Grain	200 S Depot St	Juniata	NE	68955	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Kenesaw Agronomy/Tire	18250 W 26th St	Kenesaw	NE	68956	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Lawrence Agronomy & Retail Feed	411 W 2nd St	Lawrence	NE	68957	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Minden Grain	815 N Brown Ave	Minden	NE	68959	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Nelson Agronomy	1593 Hwy 14	Nelson	NE	68961	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Nelson Agronomy	1593 NE-14	Nelson	NE	68961	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Hayland Grain	7940 N Hayland Ave	Prosser	NE	68883	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Ragan Grain	1228 Cross Ave	Ragan	NE	68969	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Red Cloud Grain (Welsch St)	430 W Welsch St	Red Cloud	NE	68970	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Red Cloud Office (Webster St)	521 S Webster St	Red Cloud	NE	68970	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Republican City Grain (Seasonal)	340 Layne Rd	Republican City	NE	68971	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Roseland Grain (acquired from CHS)	9309 S Lincoln Ave	Roseland	NE	68973	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Ruskin Grain	991 Nebraska St	Ruskin	NE	68974	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Saronville Grain	100 S Main St	Saronville	NE	68975	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Sutton Grain (Elm St)	199 W Elm St	Sutton	NE	68979	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Sutton Grain (Ash St)	405 W Ash St	Sutton	NE	68979	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Sutton Grain (Ash St)	104 W Elm St	Sutton	NE	68979	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Trumbull Grain	647 Hartford St	Trumbull	NE	68980	Grain	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Wilcox Agronomy & Grain	203 S Burr St	Wilcox	NE	68982	Agronomy	"Rosen's, Winfield, IAP"
Cooperative Producers Inc - NE	CPI	Wood River Grain	15123 W Wood River Rd	Wood River	NE	68883	Grain	"Rosen's, Winfield, IAP"
Evergreen FS - IL	Evergreen FS	Corporate Office	402 N Hershey Rd	Bloomington	IL	61704	Corporate HQ	Growmark
Evergreen FS - IL	Evergreen FS	Chenoa Crops	325 Scott St	Chenoa	IL	61726	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Clinton Agronomy	1402 N Center St	Clinton	IL	61727	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Clinton Crops	1401 State Hwy 54 W	Clinton	IL	61727	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	McLean Elevator	108 N Enterprise Dr	McLean	IL	61754	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Metamora Crops	1020 County Road 1600 N	Metamora	IL	61548	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Pontiac - Aurora St Crops	1505 N Aurora St	Pontiac	IL	61764	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Pontiac - Route 23 Crops	5520 N Route 23	Pontiac	IL	61764	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Roanoke Agronomy	302 W Broad St	Roanoke	IL	61561	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Roanoke Agronomy	1849 State Route 116	Roanoke	IL	61561	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Wapella Crops	101 S Locust St	Wapella	IL	61777	"Agronomy, Grain"	Growmark
Evergreen FS - IL	Evergreen FS	Wapella Crops	301 N Chestnut St	Wapella	IL	61777	"Agronomy, Grain"	Growmark
Farmers Service Cooperative – IA	Farm Service Coop	Dunlap Corporate HQ	23793 US Highway 30 W	Dunlap	IA	51529	Corporate HQ	"Winfield, Rosen's"
Farmers Service Cooperative – IA	Farm Service Coop	Harlan Agronomy Center	2103 4th Street	Harlan	IA	51537	Agronomy	"Winfield, Rosen's"
Farmers Service Cooperative – IA	Farm Service Coop	Harlan Agronomy - Seed Treatment	1421 HWY 44	Harlan	IA	51537	Agronomy	"Winfield, Rosen's"
Farmers Service Cooperative – IA	Farm Service Coop	Shelby Service Center	201 Western Ave	Shelby	IA	51570	"Agronomy, C-Store/Service/Energy"	"Winfield, Rosen's"
Farmers Service Cooperative – IA	Farm Service Coop	Avoca Branch	512 North Elm Street	Avoca	IA	51521	"Agronomy, Grain/Feed"	"Winfield, Rosen's"
Farmers Service Cooperative – IA	Farm Service Coop	Portsmouth Branch	105 Main Street	Portsmouth	IA	51565	"Agronomy, Grain/Feed"	"Winfield, Rosen's"
Farmers Service Cooperative – IA	Farm Service Coop	Defiance Branch	405 Main Street	Defiance	IA	51527	"Agronomy, Grain/Feed"	"Winfield, Rosen's"
Farmers Service Cooperative – IA	Farm Service Coop	Moorhead Branch	120 Main Street	Moorhead	IA	51558	"Agronomy, Grain/Feed"	"Winfield, Rosen's"
Farmers Service Cooperative – IA	Farm Service Coop	Persia Branch	407 Main Street	Persia	IA	51563	"Agronomy, Grain/Feed"	"Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Boyden branch	808 Railroad St	Boyden	IA	51234	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Ireton branch	1004 Hwy K-30	Ireton	IA	51027	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Little Rock branch	502 Section Line Rd	Little Rock	IA	51243	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Melvin branch	275 Main Street	Melvin	IA	51350	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Ritter branch	2791 Northwest Blvd	Ritter	IA	51201	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Sanborn branch	307 W 1st St	Sanborn	IA	51248	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Sioux Center (HQ branch)	317 3rd St NW	Sioux Center	IA	51250	Corporate HQ	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Alcester branch	100 Iowa St	Alcester	SD	57001	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Union Grove branch	47086 306th St	Beresford	SD	57004	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Coop Society - IA SD	"FCS, Inc"	FCS - Worthing branch	28053 SD-115	Worthing	SD	57077	"Agronomy, Grain/Feed"	"Nutrien, Winfield, Rosen's"
Farmers Pride Cooperative – NE & SD	Farmers Pride	Avon	104 E Railway St	Avon	SD	57315	"Agronomy, Grain"	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Battle Creek	83755 S Hwy 121	Battle Creek	NE	68715	Corporate HQ	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Bloomfield	229 N Broadway St.	Bloomfield	NE	68718	"Agronomy, Grain/Feed"	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Ewing	115 Front St #5585	Ewing	NE	68735	C-Store/Service/Energy	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Laurel	210 N Hwy 20	Laurel	NE	68745	C-Store/Service/Energy	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Madison	700 W 3rd St.	Madison	NE	68748	Agronomy	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Neligh	1001 E Hwy 275	Neligh	NE	68756	Grain/Feed	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Newman Grove	312 S 6th St.	Newman Grove	NE	68758	"Agronomy, Grain/Feed"	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Newman Grove Service Station	6th & Broadwell	Newman Grove	NE	68758	C-Store/Service/Energy	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	O'Neill	415 E Hwy 20	O'Neill	NE	68763	C-Store/Service/Energy	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Osmond	86411 Hwy 121	Osmond	NE	68765	"Agronomy, Grain/Feed"	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Pierce	85414 549 Ave	Pierce	NE	68767	"Agronomy, Grain/Feed"	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Plainview	53562 Hwy 20	Plainview	NE	68769	"Agronomy, Grain/Feed"	Winfield
Farmers Pride Cooperative – NE & SD	Farmers Pride	Snyder	1st & Ash	Snyder	NE	68057	C-Store/Service/Energy	Winfield
FCA Vision Ag - IA	FCA Vision Ag	Keota (Co-op HQ)	110 S Keokuk Washington Rd	Keota	IA	52248	Corporate HQ	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Keota (Vision Ag)	2038 Keokuk Washington Rd	Keota	IA	52248	"Agronomy,"	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Ainsworth	2952 IA-92	Ainsworth	IA	52201	"Agronomy, Grain/Feed"	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Batavia	303 Market St	Batavia	IA	52533	Agronomy	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Douds	14089 IA-98	Douds	IA	52551	"Agronomy, Grain/Feed, C-Store/Service/Energy"	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Hedrick	121 W 1st St	Hedrick	IA	52563	"Agronomy, C-Store/Service/Energy"	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Libertyville	201 Mill St	Libertyville	IA	52567	"Grain/Feed, C-Store/Service/Energy"	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Richland	709 Hwy 78 East	Richland	IA	52585	Agronomy	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Sigourney (FCA)	524 N Jefferson St	Sigourney	IA	52591	Grain/Feed	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Sigourney (Vision Ag)	20709 255th St	Sigourney	IA	52591	Agronomy	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Stockport	13794 Rte W 30	Stockport	IA	52651	"Agronomy, Grain/Feed, C-Store/Service/Energy"	"Nutrien, Winfield"
FCA Vision Ag - IA	FCA Vision Ag	Broadway Service Station	501 E Broadway Ave	Keota	IA	52248	C-Store/Service/Energy	"Nutrien, Winfield"
Frenchman Valley Coop - NE	Frenchman Valley Coop	Benkelman – C-Store/Service/Energy	33797 Hwy 34	Benkelman	NE	69021	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Benkelman – Grain Elevator	303 W Railroad	Benkelman	NE	69021	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Burns – Grain Elevator	420 Coop Rd	Burns	WY	82053	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Chappell – Agronomy	16515 County Road 14	Chappell	NE	69129	Agronomy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Chappell – C-Store/Service/Energy	582 2nd St	Chappell	NE	69129	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	"Chappell – Grain Elevator, Feed"	16515 County Road 14	Chappell	NE	69129	Grain/Feed	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Culbertson – East Grain Elevator	168 Clarkston	Culbertson	NE	69024	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Culbertson – Shuttle Loader	37252 US Hwy 34	Culbertson	NE	69024	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Dalton – C-Store/Service/Energy/Cardtrol Pumps	602 Broad St	Dalton	NE	69131	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Dix – Grain Elevator	110 Spruce St	Dix	NE	69133	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Enders – Grain Elevator	Pioneer and 1st Street	Enders	NE	69027	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Grant – Agronomy	32945 Nebraska 23	Grant	NE	69140	Agronomy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Grant – East Elevator	75985 Rd 329	Grant	NE	69140	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Grant – Fertilizer	32870 Rd 759 ¾	Grant	NE	69140	Agronomy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Imperial – Aerial	100 Hwy 61	Imperial	NE	69033	Agronomy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Imperial – Agronomy / 24?HR Diesel Pumps	101 Douglas Street	Imperial	NE	69033	Agronomy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Imperial – Corporate HQ / Main Office	202 Broadway Street (PO Box 578)	Imperial	NE	69033	Corporate HQ	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Imperial – Feed	143 Broadway	Imperial	NE	69033	Feed	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Imperial – Grain Elevators	143 Broadway	Imperial	NE	69033	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Imperial – Service Station	103 W 3rd St	Imperial	NE	69033	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Imperial – T?Junction	Hwy 6 & 61	Imperial	NE	69033	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Kimball – Cardtrol Pumps	1105 S Chestnut St	Kimball	NE	69145	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Kimball – Feed	1105 S Chestnut St	Kimball	NE	69145	Grain/Feed	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Kimball – Grain Elevator	3980 W Main	Kimball	NE	69145	Grain/Feed	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Lodgepole – Grain Elevator	607 Sheldon	Lodgepole	NE	69149	Grain/Feed	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Lodgepole – Convenience Store / Cardtrol Pumps	607 Sheldon St	Lodgepole	NE	69149	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	McCook – Agronomy	203 Karrer St	McCook	NE	69001	Agronomy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	McCook – Convenience Store / C-Store/Service/Energy	206 East B St	McCook	NE	69001	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	McCook – Feed	301 W A St	McCook	NE	69001	Grain/Feed	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	McCook – Grain Elevator	102 E 3rd St	McCook	NE	69001	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	McCook – Xpress 24?Hr Fueling	South Hwy 83	McCook	NE	69001	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Oshkosh – Grain Elevator	205 U.S. 26	Oshkosh	NE	69154	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Palisade – Grain Elevator	102 N Dean St	Palisade	NE	69040	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Pine Bluffs – Agronomy	100 North Main	Pine Bluffs	WY	82082	Agronomy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Pine Bluffs – C-Store/Service/Energy/Cardtrol Pumps	102 Walnut Street	Pine Bluffs	WY	82082	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Pine Bluffs – Grain Elevator	605 W US Hwy 30	Pine Bluffs	WY	82082	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Potter – C-Store/Service/Energy / Cardtrol Pumps	3040 Link 17B	Potter	NE	69156	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Sidney – Agronomy	303 Illinois St	Sidney	NE	69162	Agronomy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Sidney – C-Store/Service/Energy / Cardtrol Pumps	1402 Illinois St	Sidney	NE	69162	C-Store/Service/Energy	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Venango – Grain Elevator	104 East Hwy 23	Venango	NE	69168	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Wauneta – Grain Elevator	102 N Tecumseh St	Wauneta	NE	69045	Grain	Winfield
Frenchman Valley Coop - NE	Frenchman Valley Coop	Wheatland – C-Store/Service/Energy / Cardtrol Pumps	305 16th St	Wheatland	WY	82201	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Adams Elevator	531 Main St	Adams	NE	68301	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Adams West	9639 E State Hwy 41	Adams	NE	68301	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Adams	531 Main Street	Adams	NE	68301	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Albion Agronomy	2493 State Hwy 14	Albion	NE	68620	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Ashland Retail/Agronomy	779 County Road F	Ashland	NE	68003	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Auburn Elevator	504 10th St	Auburn	NE	68305	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Avoca	304 Maiden	Avoca	NE	68307	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Belgrade Elevator	47271 N 216th Ave	Belgrade	NE	68623	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Belgrade	47271 N 216th Ave PO Box 66	Belgrade	NE	68623	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Bellwood Elevator	508 Maple St	Bellwood	NE	68624	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Bellwood	508 Maple Street PO Box 10	Bellwood	NE	68624	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Bennet Office	355 Hackberry St	Bennet	NE	68317	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Brainard Agronomy	211 S Lincoln St	Brainard	NE	68626	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Brainard Office	211 South Lincoln	Brainard	NE	68626	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Brainard	211 South Lincoln PO Box 37	Brainard	NE	68626	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Brock Elevator	405 Main St	Brock	NE	68320	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Bruno Elevator	402 S 2nd St	Bruno	NE	68014	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Burr Elevator	333 Main St	Burr	NE	68324	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Burr	333 Main Street PO Box 68	Burr	NE	68324	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Cedar Bluffs – Agronomy	1771 County Road X	Cedar Bluffs	NE	68015	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Cedar Bluffs Agronomy	100 E Main St	Cedar Bluffs	NE	68015	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Cedar Bluffs – Office	204 S Park St	Cedar Bluffs	NE	68015	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Cedar Bluffs	204 S Park Street PO Box 69	Cedar Bluffs	NE	68015	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Ceresco	321 S 1st St	Ceresco	NE	68017	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Ceresco Agronomy	115 W Pine St	Ceresco	NE	68017	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Ceresco	321 South 1st Street PO Box 6	Ceresco	NE	68017	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Columbus – Elevator	1854 14th Ave	Columbus	NE	68601	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Columbus Feedmill/CPM	2175 14th Ave	Columbus	NE	68601	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Oconee Site	24072 310th Ave	Columbus	NE	68601	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Columbus - Elevator/CPM Feedmill	2175 14th Avenue PO Box 1129	Columbus	NE	68601	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Cook Elevator	202 S 3rd St	Cook	NE	68329	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Cook	202 S 3rd Street PO Box 68	Cook	NE	68329	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	David City – Yanka	3541 O Road	David City	NE	68632	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	David City - Yanka Agronomy	3745 21st St	David City	NE	68632	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Duncan Elevator	912 Hwy 30	Duncan	NE	68634	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Dwight Elevator	141 E Maple	Dwight	NE	68635	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Dwight	141 East Maple PO Box 36	Dwight	NE	68635	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Eagle Elevator	400 Railway	Eagle	NE	68347	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Elk Creek	425 Elk St	Elk Creek	NE	68348	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Elmwood Office	304 S 3rd St	Elmwood	NE	68349	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Elmwood	304 S 3rd Street PO Box 40	Elmwood	NE	68349	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Garrison Site	1161 30th Rd	Garrison	NE	68632	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Genoa Elevator	222 Willard St	Genoa	NE	68640	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Greenwood Office	219 Highway 6	Greenwood	NE	68366	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Greenwood	219 Highway 6 PO Box 210	Greenwood	NE	68366	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Howells Elevator	2321 Road 14	Howells	NE	68641	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Frontier Cooperative	3333 Landmark Cir	Lincoln	NE	68460	Corporate HQ	Winfield
Frontier Cooperative - NE	Frontier Coop	Lincoln Grain Elevator	2800 Leighton Ave	Lincoln	NE	68504	Grain	Winfield
Frontier Cooperative - NE	Frontier Coop	Manley Office	219 Manley Ln	Manley	NE	68403	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Manley	219 Manley Lane PO Box 68	Manley	NE	68403	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Martell	17600 S 1st St	Martell	NE	68404	Agronomy	Winfield
Frontier Cooperative - NE	Frontier Coop	Martell	17600 S 1st Street PO Box 74	Martell	NE	68404	C-Store/Service/Energy	Winfield
Frontier Cooperative - NE	Frontier Coop	Mead – Agronomy	1551 County Road 11	Mead	NE	68041	Agronomy	Winfield
